NNOV888858HGTOWJ19,PT
XXVJ745108HBCTRK87,PVEM
KUCS768379MTSQZF02,MC
KLCH851169HMSAWU06,PAN
VLCB004737HJCYKH68,PRD
KMXF876129HASUIM86,PRD
FIQY497554MSLWCT46,PAN
AYLR643009MMNYDG74,MC
UUNR551426MCHMWZ05,PT
BRTE822254HTCHUJ30,PVEM
TLQK355962MJCNVK63,PRD
ZUYD344708MASZWW87,PT
CNYR597453MYNEDT33,PRD
RYMD894749HBCJPS06,PRD
GGWN096238HHGPLI30,PRD
NSXM511072HMNHPF32,PRI
WQLM655020HCMGJX54,PRD
NNYN176528HMNCOG64,MC
KLCL973232HASSLF45,PAN
YVNK026387HNLPSA79,PRI
OXHX362119HVZVHH64,MORENA
IQZX302973HTSKAD73,PRI
BXMF060593MASQYW40,PT
JQZD264646MJCVIK08,PRD
QTIE380599HSPLDZ27,MORENA
REWV422151MTCQIG83,PVEM
BJOT493916MGTWAO63,MC
BOTG954203MSLAON58,PAN
TEDC170043HASQQQ06,PRI
XHRX965563MMNLZI55,PRD
UGWU374009MGTJVU25,PT
KUCH247415HTSXNH61,PRD
MWWX154979HCLPXC59,PT
KJTO443517MMNKWH07,PVEM
GMYK747921MGRQPO87,MC
TYYZ156289HMSNTV93,PRD
OVIG063227MQRVQO64,MC
MXLE087198HDFHBH93,PT
XLOZ029506HNTXXB14,PRD
GWRE699975MTSRNQ35,PT
FSIR746392MYNEAR54,PVEM
SLQK906374MNLIUX30,MC
PWJX409455HTCUFW25,PT
KKZS693846HQRASJ46,PVEM
IJJP009799HPLPUA56,PAN
GUUK364907MNTUAW98,PT
FGYP578569MPLMOU66,PRI
FGQD236147MNLIKD79,MORENA
AZKX955853MBCXUZ09,MORENA
MPXF231338MDGQDR65,MC
TYMQ324392MCLFFK96,PRD
XYFF776345HDFDRX24,PT
AQES815884MGRPXX43,MORENA
OLDA851206MMSXET86,MC
PUFY716557HCLPYY30,PRD
SQDQ073265HSPMGI24,PRD
IJBL357627MHGIYD87,MORENA
DQBH794503MCSVKU71,PAN
WWGX618176HPLLBM43,PAN
CFZW689290MYNWQK95,PVEM
LXRH909698HYNFJJ92,PRD
MXLW264990MQTJWF18,PRI
QION298360MSLGAP60,PVEM
ZMAJ268802MYNPQI30,PT
XEFL968106MPLEJM66,MORENA
PFPD284539HGTAOJ31,PRD
DLME833289MQTLTB48,PVEM
RMYH668283HCLFNK61,MORENA
HXBM016812MCLPVC33,MORENA
GWNO928847MTSYLU89,PRI
LBZV631081MQRKDX90,PRI
LIJD217544HBSFWI79,PT
VZNG908919MJCLZI79,PAN
OIDK274206MTCSLO25,PRI
RKAD145482MBSZNY89,PT
LUJM904984HMSUAN49,PRD
XGZW295876MSLYCJ14,PRD
HEMT680634MNLVED41,PRI
YAUD512885MDGHNM30,PRD
NWYB382525HSLEVZ10,PAN
VMSS266813MASJQG50,MC
PKMO951402HOCFVK77,PVEM
PGMV658256HBCKCQ15,PVEM
YVWG374821HNTVWS03,PRI
XGRI920156HCSXAC37,PVEM
AOAW547239HDGJVS60,PAN
VPOA000882MSLUDE00,PRI
WBDP582170MSPMRA08,MC
DXTD736314HCLZLV54,PRD
DZUV470917HTLIWE96,PVEM
MUMC783028HTSDHP48,PAN
YDWG524860HHGVDG36,PRD
WTKE954798HCHBZD98,MC
YRMW460813MCMNYV62,PRD
NZHK888948MVZFVI81,MORENA
LTLS313358HCSBPP21,MORENA
ZKRE730037MCSWIO67,MORENA
TYGW183384MTCFKS92,PT
HAZU997276MOCWFV82,PT
HJPR918675HDFEEA79,PRI
DRTY785503HQTNWU95,MORENA
VFIT385954MBSPDE13,PT
UPBJ752496MCLVID91,MORENA
ZNTS216068MQRJXX75,MORENA
NHVC397372HNLBYQ19,PRI
OAFP346428HQTBZP48,MC
RLBM762025MGRYLY99,MORENA
VEEA626308HBSSOW17,PRI
BCNJ894845MMNEXG31,MC
QJBY061102MVZDWJ51,PRD
AYSN430249HCLRXS45,PAN
MZMT558131MCHNLG56,MORENA
PORA796076HQRHVQ03,PRI
LUFC775685HASIRM98,PAN
BJBY832832HSPKOX60,PAN
NZOI175194MASPED62,PAN
EZZK759307MMNKUN23,MORENA
UVJQ697233MTSLPR97,MORENA
USWB144092MGRMRN56,MORENA
MRYW371163MVZQVC92,PAN
KMMK036627HQRVFO71,PRD
VMXP961384MQTKGZ77,MC
XJAS846623HMNHZN25,MORENA
ONQV127032HCCEHY44,PRI
NPOC471502MCCLLP84,MORENA
ELJS805207MJCVDU56,MC
MKRK278869MCMWPE28,MORENA
CUCD952257HOCWRS99,PRI
TSKR379848HDGWRP70,MORENA
LOKL976223MMSFLZ72,PVEM
QJMY354463HASLQR62,PT
IKNW096690MNTKNO27,PT
FRDL528618MYNAIG50,PVEM
CBJR608470MSRFNZ71,PT
JRBL387149MZSLFY36,MORENA
FFPL924172HGRUXP79,PRD
WSPH436859HGTALH64,PT
KBCH727831HZSZCE11,PRI
FMQB195507MDFLMA44,PT
HEAA533281HASEHZ99,PAN
CEPJ079135HPLTPN24,PRD
FCRH769216MQTUFZ77,PVEM
XUMF354587HCHHTJ37,PRD
PNRT119255HNLFWW40,MORENA
HWYA394367MHGMRQ68,PVEM
JQWV704854MNTYUD40,MORENA
AEPE655310HNTJYW65,PAN
LWFZ695233MBCADF77,PVEM
QTBQ495457HBCXAH60,MORENA
MKZY230094HPLFRP64,PVEM
CRNS725346HCMMOT54,MC
RDRN571009HMCPQF58,PVEM
JOIG571040HDFUMH20,PVEM
BGGL584304HQTGFT75,MORENA
LAMK934222HNLLNG66,PVEM
APBI963848HCSXQY70,PAN
RVGP093013MHGTMU62,PAN
CYNZ603621MSRDEV07,PRI
SSRP560813HVZQIP22,PT
KTVY975141HDGRFR93,MORENA
EJXS616169HNLNUU20,PAN
ZTQY172561MZSYYY75,PRD
UEGC062091HNLNYB45,PAN
LZJR018972MTSKJU71,PT
VNUH990105MCMLCG71,PT
FLDQ333321HOCBET01,PT
XOFD526172MDGWXB79,MORENA
HOPC518607HGTUTH88,PRD
QVTM535430MDFTXA73,PAN
CGGH300270HTSEEC95,MORENA
UEIY228959HMSUNT31,PT
VJVS686669MBCTFD50,MC
JBKZ015333MTLJSL64,PVEM
RCYA543234MDGIYX15,PRI
XNCL143205MCMRZJ77,PAN
QTFG302640HGTMPJ74,PRI
EKMA851126HBSHXQ16,PRI
CUPK091657MGTWQI96,PT
YKEV193981HGRUKQ43,MORENA
OZAX714660HMNQUH67,PRI
XACH326519MSRAAB37,MORENA
YJWO657877HBCROM85,MORENA
NVXJ101495MTSDBB79,PAN
LLUQ843219HTCVQN93,PRI
ULMS397033MCCNWM93,PRI
ONLY909710MTCNKV23,PAN
QDRO687739MSLVOG89,MC
LYVR387223HCCMEI07,PAN
VBHY014296MSPNIN06,MORENA
PLZS852429MJCEEA92,PAN
AXBA037174HASZSM42,PVEM
BZSQ743660MZSUKT02,PT
KRUI458746MDFIBM26,PAN
MSGK077017HBSZKB14,PAN
QAJT311387HDGCZZ53,PRD
YCWN278710HPLUXN08,PRD
YNBL110493MGRJSL14,MC
FAMZ567625HOCDYX93,PT
IBWZ428552MCMCVR84,PRD
BDMO318896HDGJEV47,PRI
VZVC629152MTCIMY78,PVEM
AJGV870293MMNEFP28,PVEM
NGIC437659HJCRNQ78,MORENA
ATZR214565HGTUHZ80,MORENA
HOXD362608HYNCVX62,PT
RWNA850207HBCWYI32,PRI
MFXA939514HVZDCC61,PAN
CXWP650855MSRGDX42,PRI
REPS105811HSRMST18,MC
GVUB405930HCMHPG36,PAN
VFDX968931HCCNYY85,MC
BEBI821148HSLDOF75,MC
FBCU516195MNTCIQ62,PAN
AQWP224903MPLDTZ62,PRD
HNCN495978MDGASG57,MC
DRSL805942HYNNNQ12,MORENA
HDYS110309MJCVGV94,PRI
LURP807032MSPPZV58,PAN
RQNE423727MVZCRB44,PAN
FJYW489574MDGBXV67,PRI
HHKM429549MCSEOW00,MC
TFGB411153MMSRDM64,PAN
KMOG705179HBCYGH96,PAN
FGPZ176571MMCHSC44,PT
NQBZ325724HQROSL57,PT
FKJV954527MBCTAU19,MC
BIWY658515HSPIKS11,PRI
FUHL812100HSPJBD20,PT
VTEI135574MCLNHG10,PAN
LNIX943123HNTJIH80,PRI
KEPI780090HBSFRR05,MORENA
ZMRY657619MGTNKO16,PRD
GMHU080966HOCJXZ48,PT
FTKE513378HVZUDA03,PAN
LPQY885017HDGAEG04,MC
HFXH514712MNLHUV28,PRD
AQCI584450MGTIIK30,PT
FAWA329295HYNEQG50,PRI
LCSC987941HYNKMQ72,MC
NHBL347770MBCHOW41,PT
ZWZP829633HTCARD64,PT
RJTI150779HASSME99,PAN
ZCMV136645MZSMLW17,PAN
QDWY390562HQRMYQ89,PT
SUDZ658781HHGTLK83,MORENA
YJFQ094184MYNIDC24,PVEM
ZUZE245876HGRQGS27,PT
FNIJ777984MBCUPZ54,MC
IOOR823969MTLHLD14,MORENA
OIBH616345MGRLQD29,MORENA
GZGK664837MPLVDG68,MC
YGFV935340HDGMLD36,PVEM
WMJF182099HOCODC33,PAN
UWUJ226684MOCSFC90,PAN
VMYT034674MCHZAG51,PT
PJWV940934MCMGKN07,MORENA
GFBG257087MQTATY17,MORENA
MFEC335253MCMRZM26,PRI
NIXP945785MQTHSI85,MORENA
PRIU796316HJCIWH32,MORENA
PYOW391831HCCDNF88,PRD
MEHO363574HMSOYV31,MC
OIIS240560MQTACQ06,PAN
KHCJ172810HSRBNE55,PAN
HFNT490021HTCPJS39,PRD
HOMU669459HDGCII17,PVEM
MCDQ329408MTLMVG20,PRD
WATZ688989HTSCTM30,PAN
ZICQ545490HMNDIG49,PRI
MSTE964894HQRWHG16,MC
YIDH000552HMCLZW81,PVEM
QVNH577970MASNWR38,PT
TXTK334630MCHQMA21,PT
HMJC006116MVZGRV73,PRI
RSWM651821HZSJJH79,PAN
SPDW501758HMSCTY82,PVEM
KOMQ315302HYNQXJ18,PVEM
GKBO467204HJCQKQ57,PRI
YNJJ425076HGTAJV95,MC
RPXV643078HNLVGO20,MORENA
PFIT971105HTLXHR10,PVEM
MIPR777496HBCYEU01,PT
CGRT070999MQTGYQ14,PRI
UACK818499MCCTLU03,PAN
NSEC310185MCMTBY70,PAN
OTWX930660HDFRFA23,PVEM
UMIF225008MTCMQL77,PT
RGBZ632438HNTWWD60,MC
MVVC227027HZSNXA28,MORENA
ABXW900173HCSJVV75,MORENA
QXYB952752MCLRYQ87,PRD
TBPJ073512MGTJAT50,PRI
ZHWE237137MCLVMB48,MORENA
KBJV561806MYNWVH03,PAN
JZPJ087220MZSSWC56,MC
SZQZ617656HCHBSG43,PRI
LVBG865155HSLMOU61,PAN
VIHB688917MMNOYZ13,PT
YMSN066059HSPHOQ98,PRD
YEEZ685272HNTGKY33,MC
QTIL335588MHGDQU38,MORENA
HEYE773274HMSMQD27,PVEM
ZZOG736513MMCAXS47,MORENA
KOZS237100MCMYLD65,MORENA
PIUJ408569MYNLAY64,PAN
PEUM022140MTSUWK88,PAN
TWUX525734HGTFVA41,PAN
MZIN672133MQRZMU17,PAN
SKSR342421HZSYBG88,PT
DPJL380359HDFCIF53,MC
DCFH455901HCSKVW92,PVEM
CZNB391431HBCCFT62,MORENA
VFKJ189955MBCTMF46,PVEM
UQQR842464HMSBXZ35,PRD
TQET601859HDFWSN75,PVEM
LOFE990744MYNXUW86,MC
DBEL278863MTCOOQ59,MC
KMZZ153568HCCPCO97,MC
XIEC500256MASKDC64,PT
UULE798743MCLQYU38,MC
CPBH924446MSPQLJ78,PRI
ACGK983375HDFTCT98,PAN
CNUI091957MHGISH89,MC
USKG090638MDGUBS76,PT
XJCT611171HVZFPX20,PT
ZMPE495765MNTRAX92,PAN
HSPM506119MGTNQT49,PAN
NBZS993136MBSXZZ21,PRI
AKTX969091MBSXKA43,PT
KGJH152614MCSJFH91,PRI
EJNN175718HQRQXX29,MORENA
CSTH800642HCSXNX14,PRI
BWPQ927732MSRANN55,MC
DXYC492449HBSSBM76,MC
BXHZ125388HDFGAC95,MORENA
IWSC519635MTCAHN44,MORENA
ZTUV093745MTLSGT10,PRD
OTYT919666MCLCFW26,PVEM
FMTM741860MSPBLV17,PRI
EOKN309500HTSWYT67,MC
AOVW857812MQRHCU79,PRD
KKJL696054MGRTLO56,PT
SNTA256362MVZYEJ37,PT
UKUF414066MBSLFR72,MC
IDJN689756MSPSLI09,PRI
DYOR847843MNTWAR52,PRD
DTZC037370HPLEJQ62,PRI
MOBL604269MCSGEK18,PRD
XJHJ682019MGTHVE11,PVEM
KDTS338057HQTCCO63,PVEM
UCNW498625HSPBXO30,PAN
HVVX940361MNLKNB49,PRD
MZNS603360HSLKFX13,PVEM
IXEQ262575MASGLW98,PT
BFYO331392MOCYBG74,PT
IXGP202237MCMUZU05,PRI
HEWB139183HGTKNI45,PVEM
RMOR523654MCHXSY91,PRD
IDKU793585HVZJWL73,PRI
RMDJ399790MBSLGS42,PVEM
WNZE295173HDFVCL67,PT
